département;canton;commune;x;y;UN_Mot;HOMME_Mot;NE_Mot;AVAIT_Mot;PAS_Mot;QUE_Mot;DEUX_FILS_Mot;FILS_Mot;LE_Mot;PLUS_Mot;JEUNE_Mot;QUE_E2_T11_Mot;DIT_Mot;À_Mot;SON_Mot;PERE_Mot;TEMPS_Mot;QUE_1_T12_Mot;JE_SOIS_Mot;MON_Mot;MAITRE_Mot;ET_QUE_J_AIE_Mot;AIE_Mot;DE_L_Mot;ARGENT_Mot;QUE_E_T13_Mot;FAUT_Mot;QUE_T13_Mot;JE_PUISSE_Mot;ALLER_Mot;ET_QUE_JE_VOIS_Mot;JE_VOIE_Mot;DU_Mot;PAYS_Mot;PARTAGEZ_Mot;VOTRE_Mot;BIEN_Mot;ET_DONNEZ_MOI_Mot;DONNEZ_Mot;CE_Mot;DOIS_Mot;AVOIR_Mot;OUI_Mot;MON_Mot.1;COMME_Mot;VOUDRAS_Mot;ES_Mot;UN_MECHANT_Mot;MECHANT_Mot;SERAS_Mot;PUNI_Mot;PUIS_Mot;OUVRANT_Mot;TIROIR_Mot;PARTAGEA_Mot;FIT_Mot;DEUXF_Mot;PARTS_Mot;EGALES_Mot;PEU_Mot;JOURS_Mot;APRES_Mot;LE_Mot;MECHANT_Mot;ALLA_Mot;DU_Mot;VILLAGE_Mot;EN_Mot;FAISANT_Mot;FIER_Mot;SANS_Mot;DIRE_Mot;ADIEU_Mot;A_Mot;PERSONNE_Mot;QUE_E1_T23_Mot;TRAVERSA_Mot;BEAUCOUP_Mot;LANDES_Mot;BOIS_Mot;RIVIERES_Mot;DANS_Mot;UNE_Mot;GRANDE_Mot;VILLE_Mot;OU_Mot;DEPENSA_Mot;TOUT_Mot;SON_Mot;ARGENT_Mot;BOUT_Mot;QUELQUES_MOIS_Mot;MOIS_Mot;VENDRE_Mot;SES_Mot;A_UNE_Mot;VIEILLE_Mot;FEMME_Mot;POUR_ETRE_Mot;ETRE_Mot;VALET_Mot
Tarn-et-Garonne;Canton de Bourg-de-Visa;Brassac;0.987321895771757;44.2151207840502;un;hommé;n;abio;NA;qué;dus;fils;lou;pus;jouyné;NA;diguait;à;soun;payré;teins;qué;siosqui;moun;maistré;et;atsi;d;arzen;NA;qual;qué;posqui;anan;et;betsi;dé;païs;partazas;bostré;bé;et;dounas;ço;dibi;abé;oui;mon;coumo;boudras;sais;un;maychant;saras;punit;NA;derbiguait;tiret;partageait;fasquait;dios;pourtious;égalos;paoü;zours;aprep;lou;maychant;anguait;del;bilatzé;in;fan;fier;sans;diré;adiou;à;digun;ø;trabersait;planos;landos;bosqués;rébières;dins;uno;grando;bilo;oun;despensait;tout;soun;arzen;cap;caouquis;mésés;bindré;sas;NA;bieillo;fenno;per;estré;baïlet
Tarn-et-Garonne;Canton de Bourg-de-Visa;Fouroux;1.00377515762062;44.2440680326727;un;hommé;n;abio;NA;qué;dus;fils;lou;pus;jouyné;NA;diguait;à;soun;payré;teins;qué;siosqui;moun;maistré;et;atsi;d;arzen;NA;qual;qué;posqui;anan;et;betsi;dé;païs;partazas;bostré;bé;et;dounas;ço;dibi;abé;oui;mon;coumo;boudras;sais;un;maychant;saras;punit;NA;derbiguait;tiret;partageait;fasquait;dios;pourtious;égalos;paoü;zours;aprep;lou;maychant;anguait;del;bilatzé;in;fan;fier;sans;diré;adiou;à;digun;ø;trabersait;planos;landos;bosqués;rébières;dins;uno;grando;bilo;oun;despensait;tout;soun;arzen;cap;caouquis;mésés;bindré;sas;NA;bieillo;fenno;per;estré;baïlet
Tarn-et-Garonne;Canton de Bourg-de-Visa;Miramont-de-Quercy;1.0666667;44.2311111;un;homé;n;abio;NA;qé;dous;fils;lou;pus;xouiné;NA;diget;à;soun;pairé;tens;qé;siogi;moun;mestré;è;atxi;d;arxen;NA;cal;qé;posqi;ana;è;betxi;dé;pais;partatxas;bostré;bé;è;douna;ço;dibi;abé;oui;moun;coumo;boudras;sés;un;maiçan;seras;punit;apéi;dierben;tiret;partatxet;fèts;dios;NA;égalos;paou;xours;après;lou;maiçan;anget;del;bilatxé;en;fasqen;fier;san;diré;adicias;à;digun;ø;travéset;pla;fritxos;bosqés;rébiéros;dins;une;grando;bilo;oun;despensèt;tout;soun;arxen;cap;caoucus;mésés;bendré;sas;NA;bieillo;fenno;per;estré;bailet
Tarn-et-Garonne;Canton de Bourg-de-Visa;Montagudet;1.0922222;44.245;un;homé;n;abio;NA;qué;dous;fils;lou;pus;zoubé;NA;diguet;à;soun;païré;tens;que;siosqui;moun;mestre;et;assi;d;argen;NA;qual;qué;posqui;ana;et;betxi;dé;païs;partaxas;votre;bé;et;dounas;ço;dibé;abé;o;moun;coumo;bouldras;ses;un;maïssan;saras;punit;apey;diervint;tiretto;partaxet;fasquet;duos;parts;égalos;quaounquis;zours;aprèt;lou;maïssan;enguèt;del;vilassé;en;fan;fièr;sans;dirè;adioun;à;digun;ø;traversèt;pla;landos;bosquis;rivièros;dins;uno;grando;bilo;oun;despenset;tout;soun;argen;bout;quaouisquès;mésès;bendent;sas;NA;biello;fénno;per;estré;baillet
Tarn-et-Garonne;Canton de Bourg-de-Visa;Saint-Nazaire-de-Valentane;1.0133333;44.2247222;un;omé;n;ayo;NA;qué;dus;fils;lou;pus;xouyné;NA;diguet;à;soun;payré;tens;qué;siogui;moun;mestré;et;atxi;d;artxen;NA;cal;qué;posqui;ana;et;vetxi;dé;païs;partatxas;vostré;bé;et;dounas;sio;dibé;abé;o;moun;coumo;boudras;sès;un;mayssant;saras;punit;apey;dirbiguent;tiret;partatxa;fet;dios;pourcious;égalos;paou;xours;après;lou;mayssant;anguet;del;bilatxé;en;fan;crané;sans;diré;adiou;à;digun;ø;traverset;pla;fritxos;bosqués;rébièros;dins;uno;grando;bilo;oun;despensait;tout;soun;artxen;bout;caouqués;mésés;bendré;soun;NA;bieillo;fenno;per;estré;baylet
Tarn-et-Garonne;Canton de Bourg-de-Visa;Touffailles;1.0513889;44.2738889;ün;hommé;n;abio;NA;qué;dous;drollés;lou;pus;tsouïné;NA;diguet;à;soun;païré;téns;que;siosqui;moun;mestré;et;atsi;d;artsen;NA;cal;qué;posqui;ana;et;bétsi;dé;païs;partatsas;bostré;bé;et;dounas;ço;dibi;abé;oui;moun;coumo;bouldras;sès;ün;maïssan;saras;punit;apey;dierbén;tiréto;partatset;fasquet;dios;parts;égalos;paouc;tsours;après;lou;maïssan;anguet;dél;bilatsé;én;fan;fier;sans;diré;adïou;à;digün;ø;trabésset;pla;landos;bosqués;ribiéros;dins;uno;grando;bilo;oun;déspénset;tout;soun;artsén;cap;caouqués;mésés;béndré;sas;NA;bieillo;fénno;pér;estré;baïlét
Tarn-et-Garonne;Canton de Lauzerte;Belvèze;1.0922222;44.3305556;un;hommé;n;abio;NA;qué;dous;fils;lou;pus;tzouyné;NA;diguait;à;soun;payré;téns;qué;siosqui;moun;maistré;et;atzi;d;artzént;NA;cal;qué;posqui;ena;et;bétzi;dé;pays;partatzas;bostré;bé;et;douna;ço;dibi;abé;oui;moun;coumo;boudras;sès;un;maïssant;séras;punit;apey;durbiguént;tirétto;partatzait;faits;douos;parts;égalos;paou;tzours;après;lou;maïssant;enguait;dél;bilatzé;én;fén;fier;sans;diré;adiou;à;digun;ø;trabérsait;bèlcop;gréjos;NA;rébièros;déns;uno;grando;bilo;oun;déspénsait;tout;soun;artzént;cap;caouqués;méjés;béndré;sa;en;bieillo;fénno;pér;èstré;baylét
Tarn-et-Garonne;Canton de Lauzerte;Bouloc-en-Quercy;1.12866238008603;44.300379732094;un;homé;n;abio;NA;que;dous;fils;lou;pus;tzouyné;NA;dis;à;soun;payré;téns;qué;siosqui;moun;maistré;et;atzi;d;artzén;NA;cal;qué;posqui;ana;et;bétzi;de;païs;partatzas;bostré;bé;et;dounas;ço;dibi;abé;oui;moun;coumo;boudras;es;un;mayssan;saras;punid;apey;dierbén;tiréto;partatzo;fa;douos;pourcious;igalos;paou;tzours;après;lou;mayssan;angait;dél;bilatzé;en;fan;fier;sans;diré;adiou;à;digún;ø;trabéssait;plassos;landos;bosqués;rivièros;dins;uno;grando;bilo;oun;déspénsait;tout;soun;artzén;cap;caouquis;mézés;béndré;sas;NA;vieillo;fénno;per;estré;baylet
Tarn-et-Garonne;Canton de Lauzerte;Cazes-Mondenard;1.2030556;44.2277778;un;homé;n;abio;NA;qué;dous;fils;lou;NA;NA;NA;diguèt;à;soun;païré;téns;qué;siosqui;moun;mèstré;è;atzi;d;artzén;NA;cal;qué;posqui;ana;è;bétzi;dé;païs;partatzas;bostré;bé;è;dounas;NA;NA;NA;obé;moun;coumo;boudras;es;un;maïssan;saras;punit;NA;durbiguén;tiréto;partatzèt;fètz;douos;poursious;pariounos;gaïris;tzouns;aprèp;lou;maïssan;anguèt;dél;bilatzé;én;fén;NA;sans;NA;NA;NA;digus;ø;trabessèt;NA;pètzés;NA;NA;dins;uno;grando;bilo;oun;déspénsèt;tout;soun;artzén;cap;caouquis;mésés;béndessé;sa;NA;bieillo;fénno;NA;NA;baïlet
Tarn-et-Garonne;Canton de Lauzerte;Durfort-Lacapelette;1.1547782;44.184707;un;homme;n;abio;NA;que;dous;fils;lou;pus;tzoube;NA;diguèt;à;soun;payre;tens;que;siosqui;moun;mestre;et;atzi;d;artzen;NA;cal;que;posqui;ana;et;betzi;de;pays;partatzas;bostre;be;et;dounay;ço;dibi;abe;oui;moun;coumo;boudras;sès;un;mayssan;seras;punit;apèy;durbiguen;tiret;partatzèt;fasquèt;douos;pourçious;egalos;paou;tzours;aprèp;lou;mayssan;enguèt;del;bilatze;en;fan;fier;sans;dire;adiou;à;digün;ø;trabersèt;pla;landos;bosques;rebièros;dins;uno;grando;bilo;oun;despensèt;tout;soun;artzen;cap;caouques;meses;bendre;sas;NA;bieillo;fenno;per;estre;baylet
Tarn-et-Garonne;Canton de Lauzerte;Lauzerte-bis;1.16208939556089;44.2439977662951;un;hòmé;n;abiò;NA;qué;dòus;fils;lou;pus;xòubé;NA;diguàit;à;soun;pàyré;tens;qué;siòsqui;moun;màistré;è;àxi;d;arxèn;NA;cal;qué;pòsqui;anà;è;bèxi;de;paìs;partaxàz;bòstre;be;è;dounas;ço;dìbi;abé;oui;moun;còumo;boudràs;es;un;maïssàn;saràs;punìt;apèy;durbigàit;tirèt;partaxàit;fasquàit;douòs;poursìous;égàlos;pàou;xours;aprèp;lou;maïssan;anguàit;del;bilàxe;en;fasquèn;fièr;san;dìre;adissiàs;à;digùn;ø;trabessàit;pla;làndos;bòsques;ribièros;dins;ùno;gràndo;bìlo;oun;déspénsàit;tout;soun;arxén;cap;càouquis;mézes;béndre;sas;NA;bièillo;fènno;pér;èstre;baïlèt
Tarn-et-Garonne;Canton de Lauzerte;Lauzerte;1.1394300941483;44.255187328933;un;hòmé;n;abiò;NA;qué;dòuï;fils;lou;pus;tsòubé;NA;diguàit;à;soun;pàïré;téns;qué;siòsqui;moun;màistré;è;àtsi;d;artsén;NA;cal;qué;pòsqui;anà;è;bètsi;dé;païs;partatsàz;bòstre;bé;è;dounàï;ço;dìbi;abé;oui;moun;còumo;boudràs;ès;un;maïssàn;saràs;punìt;apèï;durbiguén;tiréto;partatsàit;fasquàit;douos;poursìous;égàlos;pàou;tsours;aprèp;lou;maïssan;anguàit;dél;bilàtsé;én;fasquén;NA;san;dìré;adissiàs;à;digùn;ø;trabéssàit;pla;pélénos;bòsqués;ribièros;dins;ùno;gràndo;bìlo;oun;déspénsàit;tout;soun;artsén;cap;càouquis;mézés;béndré;sas;NA;bieillo;fènno;pér;èstré;baïlét
Tarn-et-Garonne;Canton de Lauzerte;Montbarla;1.0938889;44.2213889;ün;homé;n;abio;NA;qué;dous;fils;lou;pus;tzoubé;NA;digait;à;soun;paÿré;téns;qué;siosqui;moun;maistré;et;atzi;d;artzén;NA;cal;qué;posqui;ana;et;bétzi;dé;païs;partatzas;bostré;bé;et;dounas;so;dibi;abé;oui;moun;coumo;boudras;sès;un;maïssant;saras;punit;pèy;dirbisquént;tirét;partatzèt;fasquait;douos;poursious;égalos;paou;tzours;aprèp;lou;maissan;angait;dél;bilatzé;én;fasquén;fier;sans;diré;adicias;à;digün;ø;trabersait;pla;fratzibos;bosqués;rébièros;dins;uno;grando;bilo;où;déspéndait;tout;soun;artzén;bout;caouqués;mésés;béndré;sas;NA;bieillo;fénno;pér;èstré;baïlét
Tarn-et-Garonne;Canton de Lauzerte;Saint-Amans-de-Pellagal;1.1091667;44.2288889;un;homé;n;abio;NA;qué;dous;fils;lou;pus;tzoubé;NA;diguèt;à;soun;païré;téns;qué;siosqui;moun;mestré;è;atzi;d;artzén;NA;cal;qué;posqui;ana;è;bétzi;dé;païs;partatzas;bostré;bé;è;dounas;ço;dibi;abé;o;moun;coumo;boudras;sès;un;maïssan;séras;punit;apèï;dierbén;tiréto;partatzèt;fasquèt;douos;pourtious;égalos;paou;tzours;aprèp;lou;maïssan;anguèt;dél;bilatzé;én;fan;fier;sans;diré;adiou;à;digun;ø;trabersèt;pla;fritsos;bosqués;ribiéros;dins;uno;grando;bilo;oun;déspénset;tout;soun;artzén;cap;qualqués;mésés;béndré;sas;NA;bieillo;fénno;pér;estré;baïlét
Tarn-et-Garonne;Canton de Lauzerte;Sainte-Juliette;1.1701503;44.2869015;un;homé;n;abio;NA;qué;dous;fils;lou;pus;tzoubé;NA;diguèt;à;soun;païré;téns;qué;siosqui;moun;mèstré;è;atzi;d;artzén;NA;cal;qué;posqui;ana;è;bétzi;dé;païs;partatzas;bostré;NA;è;dounas;ço;dibi;abé;o;moun;coumo;boudras;sès;un;maïssan;séras;punit;apeï;durbiguén;tiréto;partatzait;fasquèt;douos;poursious;égalos;gayré;tzours;après;lou;maïssan;anguèt;dél;bilatzé;én;fan;fier;sans;diré;adicias;à;dégun;ø;trabéssèt;plassos;landos;bosqués;ribièros;dins;uno;grando;bilo;oun;déspénsait;tout;soun;artzén;cap;caouquis;mésés;béndès;soun;NA;bièillo;fénno;pér;èstré;baylet
Tarn-et-Garonne;Canton de Lauzerte;Sauveterre;1.2719247;44.2654439;un;omé;n;abio;NA;qué;dous;fils;lou;pus;joubé;NA;diguèt;à;soun;payré;téns;qué;siosqui;moun;mestré;è;atchi;d;argén;NA;cal;qué;posqui;ana;è;bétchi;dé;païs;partatchas;bostré;bé;è;douna;ço;dibi;abé;o;moun;coumo;boudras;es;un;mayssant;séras;punit;apèy;durbiguén;tiréto;partatchèt;fèts;douos;pourtious;égalos;paou;jouns;aprèp;lou;mayssant;anguèt;dal;bilatjé;én;fasquén;fier;san;diré;adissias;à;digus;ø;trabessèt;planos;pélénos;bosqués;rébièros;dins;une;grando;bilo;NA;déspénsèt;tout;soun;argén;cap;caouquis;mésés;béndès;soun;NA;bieillo;fénno;pér;NA;baylét
Tarn-et-Garonne;Canton de Lauzerte;Tréjouls;1.2355029;44.2675468;un;homé;n;abio;NA;qué;dous;fils;lou;pus;tzoubé;NA;diguét;a;soun;payré;téns;qué;siosqui;moun;mestré;et;atzi;d;artzen;NA;cal;qué;posqui;ana;et;bétzi;dé;païs;partatzas;bostré;bé;et;douna;ço;dibi;abé;oui;moun;coumo;boudras;es;un;mayssan;seras;punit;apèy;dierbén;tiréto;partatzèt;fasquét;douos;pourcious;égalos;paou;tzours;apréb;lou;mayssan;anguét;del;bilatzé;én;fan;fier;sans;diré;adiou;a;digun;ø;trabessa;pla;landos;bosqués;rébiéros;dins;uno;grando;bilo;oun;déspensét;tout;soun;artzen;cap;quaouquis;mézés;béndré;soun;NA;bieillo;fenno;per;estré;baylet
Tarn-et-Garonne;Canton de Moissac;Boudou;1.0144444;44.0969444;un;omé;n;abio;NA;qué;dous;fils;lou;pus;tzoubé;NA;diguèt;à;soun;païré;téns;qué;siosqui;moun;mèstré;é;atzi;d;artzén;NA;cal;qué;posqui;ana;è;bétzi;dé;païs;partatzas;bostré;bé;è;dounas;ço;dibi;atzé;o;moun;coumo;bouldras;sès;ün;maïssant;séras;punit;apèï;durbiguet;tirét;partatzèt;fèt;douos;NA;égalos;paouc;tzours;aprèp;lou;maïssant;anguèt;dél;bilâtzé;én;fan;fièr;sans;diré;adiou;à;digün;ø;trabéssèt;pla;landos;bosqués;ribièros;dins;üno;grando;bilo;ount;déspénsèt;tout;soun;artzén;cap;caouquis;mésés;béndèsso;sas;NA;bieillo;fénno;pér;èstré;baïlét
Tarn-et-Garonne;Canton de Moissac;Lizac;1.186234;44.1051887;un;hommé;n;abio;NA;qué;dous;fils;lou;pus;tsoubé;NA;digait;à;soun;payré;téns;qué;foscoï;moun;mèstré;et;atsoï;d;artsén;NA;cal;qué;poscoï;ana;èt;bétsoï;dé;païs;partatsas;bostré;bé;èt;dounas;so;dibi;abé;oui;moun;coumo;boudras;es;un;maïssant;saras;punit;apey;durbién;tirét;partatsait;fascait;douos;poursious;égalos;paouquis;tsouns;aprèp;lou;maïssant;angait;del;bilatsé;en;fasquén;fier;sans;diré;adiou;à;digus;ø;trabersait;planos;landos;bosqués;ribièros;dins;uno;grando;bilo;oun;déspénsait;tout;soun;artsén;cap;calquis;mézés;béndré;sas;NA;bièillo;fénno;pér;èstré;baïlét
Tarn-et-Garonne;Canton de Moissac;Malause;0.9738889;44.0905556;un;homé;n;abio;NA;qué;dus;fils;lou;may;tjouénné;NA;diguèt;à;soun;pay;tens;qué;siosqui;moun;mèstré;et;atji;d;argén;NA;cal;qué;posqui;ana;et;bétzi;dé;païs;partatjas;bostré;bé;et;douna;ço;dibi;atjé;o;moun;coumo;boudras;sès;un;maïssan;saras;punit;apey;durbiguét;tirét;partatjèt;fasquét;dios;NA;égalos;paou;jours;aprèts;lou;maïssan;anguèt;dél;bilatjé;én;fan;fièr;san;diré;adiou;à;digun;ø;trabérsèt;pla;landos;bosqués;ribièros;dins;uno;grando;bilo;oun;déspénsèt;tout;soun;argén;cat;caouqués;mésés;bendré;sas;NA;bieillo;fenno;pér;èstré;baylét
Tarn-et-Garonne;Canton de Moissac;Montesquieu;1.0784432;44.185061;un;homé;n;abio;NA;qué;dous;fils;lou;pus;xoubé;NA;diguait;à;soun;païré;tems;qué;siosqui;moun;maistré;é;axi;d;arxént;NA;cal;qué;posci;ana;é;béxi;dé;païs;partaxas;bostré;bé;é;douna;ço;dibé;abé;oui;moun;coumo;boudras;sès;un;maïçant;saras;punit;pey;durbiguait;tiret;partaxait;fascait;dios;poursious;égalos;paou;xours;aprep;lou;maïçant;enguait;del;bilaxé;en;fant;fier;sans;diré;adiou;à;digun;ø;trabersait;pla;landos;bosqués;ribièros;dins;une;grando;bilo;oun;déspénsait;tout;soun;arxént;cap;caouqués;mésis;bendé;sas;NA;biello;fenno;per;estré;baylet
Tarn-et-Garonne;Canton de Moissac;Saint-Paul-d'Espis;0.9687922;44.1440325;ün;hommé;n;abio;NA;qué;dus;fils;lou;pus;zouéné;NA;diguèt;à;soun;pèro;téns;qué;siosqui;moun;mestré;et;aschi;d;arzént;NA;qual;qué;poski;ana;et;béschi;dé;païssés;partaschez;bostré;bé;et;dounez;ço;dibi;abé;oui;moun;coumo;boudras;cés;ün;maïssant;siras;punit;apey;dierbén;tirouer;partaschait;fasquait;dios;pourtious;égalos;paou;zours;aprep;lou;maïssant;anguèt;dél;vilasché;én;fan;fier;sans;diré;adiou;à;digün;ø;trabersait;pla;landos;bosqués;ribièros;déns;uno;grando;bilo;où;déspénsait;tout;soun;arzént;bout;quaouqués;mézés;béndré;sas;NA;bieillo;fénno;pér;estré;baylét
Tarn-et-Garonne;Canton de Moissac;Saint-Vincent-Lespinasse;0.9538889;44.1191667;un;omé;n;abio;NA;qué;dus;fils;lou;may;jouïné;NA;diguét;à;soun;pay;tens;qué;siosqui;moun;mestré;è;atxi;d;argén;NA;qual;qué;posqui;ana;è;bétzi;de;païssés;partatzas;bostré;bé;è;dounas;ço;dibi;abé;o;moun;coumo;boudras;sès;un;maïssan;siras;punit;alabéts;dierbien;tirét;partatjèt;fasquèt;dios;pourtious;égalos;paou;jours;aprèp;lou;maïssan;anguèt;dél;billatzé;én;fan;fièr;san;dirê;adiou;à;digun;ø;trabersèt;pla;landos;bosquès;ribièros;dins;uno;grando;bilo;oun;déspénsèt;tout;soun;arzén;cap;quaouquès;mézés;béndré;sas;NA;bieillo;fenno;pér;èstré;baïlèt
Tarn-et-Garonne;Canton de Montaigu-de-Quercy;Lacour;0.947479301163948;44.2918460623275;ün;hommé;n;abio;NA;qué;dus;fils;lou;pus;tsouïné;NA;diguèt;à;soun;paï;téns;qué;siogui;moun;maîstré;è;atsi;d;artsén;NA;qual;qué;pogui;ana;è;bétsi;dé;païs;partatsas;bostré;bé;è;douna;ço;dibi;abé;oui;moun;coumo;boudras;sès;ün;maïssan;séras;punit;apèy;durbiguén;tiréto;partatsèt;fèt;dios;NA;égalos;gaïré;tsours;aprèss;lou;maïssan;anguèt;dèl;bilatsé;én;fan;fièr;san;diré;adissias;à;digün;ø;trabèrcèt;plaços;grésos;bosquès;aïgos;dïns;uno;grando;bilo;oun;déspénsèt;tout;soun;artsén;cap;quaouqués;mésés;béndré;soun;NA;bieillo;fénno;pér;èstré;baïlét
Tarn-et-Garonne;Canton de Montaigu-de-Quercy;Montaigu-de-Quercy;1.0188889;44.3411111;un;hommé;n;abio;NA;qué;dus;fils;lou;pus;tsouyné;NA;diguait;à;soun;pèro;téns;qué;siogui;moun;méstré;et;atsi;d;artsén;NA;cal;qué;pogui;ana;et;bitsi;dé;païs;partatsas;bostré;bé;et;dounas;sio;dibi;abé;oui;moun;coumo;boudras;sès;un;maïssant;saras;punit;apéï;dérbiguén;tiroir;partatsait;fait;dios;pourtsious;égalos;quaouqués;tsours;après;lou;maïssant;anguait;dél;bilatsé;én;fan;crané;sans;diré;adiou;à;digun;ø;trabéssait;pla;fritsos;bossés;ribiéros;dins;uno;grando;bilo;oun;déspénsait;tout;soun;artsén;bout;quaouqués;mésés;béndré;soun;NA;bieillo;fenno;pér;éstré;baïlet
Tarn-et-Garonne;Canton de Montaigu-de-Quercy;Roquecor;0.9441667;44.3227778;un;homé;n;abio;NA;qué;dus;fils;lou;pu;tzouiné;NA;diguét;à;soun;paï;tens;qué;siogui;moun;mestré;et;atzi;d;artzen;NA;cal;qué;posqui;ana;et;betzi;de;païs;partatzas;bostré;bé;et;dounas;so;dibi;abé;oui;moun;coumo;boudras;sés;un;maïssan;saras;punit;apey;durbiguén;tireto;partatzèt;fèt;dios;NA;égalos;paou;tzours;aprép;lou;maïssan;anguet;del;bilatzé;én;fén;fièr;sans;diré;adiou;à;digun;ø;trabersèt;belcop;landos;bossés;ribièros;dins;uno;grando;bilo;oun;déspénsèt;tout;soun;artzen;cap;caouqués;mézés;béndré;sas;NA;bieillo;fénno;pér;estré;baïlet
Tarn-et-Garonne;Canton de Montaigu-de-Quercy;Saint-Amans-du-Pech;0.89;44.3172222;un;omé;n;abio;NA;qué;dus;fils;lou;pus;jouïné;NA;diguet;à;soun;paï;téns;qué;siosqui;moun;mestré;é;atzi;d;artzén;NA;qual;qué;posqui;ana;é;betzi;de;païs;partatzas;bostré;bé;é;dounas;ço;dibi;abé;o;moun;coumo;boudras;sès;un;maïssan;saras;punit;apêï;ierbiguet;tiret;partatzait;fasquait;dios;NA;égalos;paou;jours;après;lou;maïssan;anguet;del;bilatzé;én;fan;fier;sans;diré;adiou;à;digun;ø;trabersait;planos;landos;bosqués;ribièros;dins;uno;grando;bilo;oun;despénsait;tout;soun;artzén;bout;quaouquis;mésés;béndré;sas;NA;bieillo;fénno;per;estré;baïlet
Tarn-et-Garonne;Canton de Montaigu-de-Quercy;Saint-Beauzeil;0.910507588750887;44.3341052992266;un;homé;n;abio;NA;qué;dus;fils;lou;pus;tzouyné;NA;diguèt;à;soun;pay;téns;qué;siogui;moun;mèstre;et;atzi;d;artzént;NA;cal;qué;pogui;ana;et;bétzi;dé;païs;partatzaz;bostré;bé;et;dounaz;sio;dibi;abé;oui;moun;coumo;boudras;sès;un;maïssant;seras;punit;apey;derbiguén;tiréto;partatzèt;fèt;dios;pourssious;égalos;paou;tzours;après;lou;maïssant;anguèt;del;bilatzé;én;fan;fier;sans;dire;adiou;à;digun;ø;trabéssèt;pla;landos;bossés;ribièros;dins;uno;grando;bilo;oun;despensèt;tout;soun;artzent;cap;caouqués;mésés;bendré;sas;NA;biello;fénno;per;estre;baïlet
Tarn-et-Garonne;Canton de Valence;Castelsagrat;0.9477778;44.185;un;homé;n;abio;NA;qué;dus;fils;lou;pus;tsouïné;NA;diguait;à;soun;paï;teins;qué;siosqui;moun;mestré;é;atsi;d;artsen;NA;cal;qué;posqui;ana;é;betsi;dé;païs;partatsas;bostré;bé;é;dounas;so;dibi;abé;oui;moun;coumo;boudras;sès;un;maïssan;séras;punit;péï;dierbein;tiret;partatsait;fasquait;dios;poursious;égalos;quaouqués;tsours;aprèp;lou;maïssan;anguait;del;bilatsé;ein;fan;fièr;san;diré;adiou;à;digun;ø;trabersait;pla;terros incultos;bosqués;ribièros;dins;uno;grando;bilo;oun;déspensait;tout;soun;artsein;cap;quaouqués;mésés;bendré;sas;NA;bieillo;fenno;per;estré;baïlet
Tarn-et-Garonne;Canton de Valence;Espalais;0.9038889;44.0772222;un;homé;n;abio;NA;qué;dus;fils;lou;méy;jouéné;NA;diguait;à;soun;paï;téns;que;choski;moun;maistré;é;aji;d;argén;NA;cal;qué;poski;ana;è;bétchi;dé;païs;partatchas;bosté;bé;è;douna;ço;dibi;atché;o;moun;coumo;boudras;sès;un;machan;siras;punit;NA;dierbiguait;tirét;partatgeait;fasquait;dios;NA;égalos;quaouqués;jours;aprèp;lou;machan;anguait;dél;bilatché;én;fan;fier;san;disé;adīŏu;à;digun;ø;trabéçait;pla;landos;bosqués;ribiéros;dins;uno;grando;bilo;oun;déspénçait;tout;soun;argén;cap;quaouqués;mésés;béndèssé;sa;NA;bieillo;fénno;pér;NA;baïlet
Tarn-et-Garonne;Canton de Valence;Golfech;0.8519444;44.1147222;un;homé;n;abio;NA;qué;dus;fils;lou;maï;zouéné;NA;diguèt;à;soun;paï;téns;que;chosqui;moun;mestré;et;atxi;d;arzén;NA;cal;que;posqui;ana;et;bétxi;dé;païs;partatxas;bostré;bé;et;douna;ço;dibi;abé;o;moun;coumo;boudras;sès;un;maïssan;siras;punit;apèï;diérbén;tirét;partatxèt;fasquèt;dios;pourciouns;égalos;paou;zours;aprèp;lou;maïsan;anguèt;del;billatxé;én;fan;fièr;sans;diré;adiou;à;digun;ø;trabersèt;pla;landos;bosqués;ribièros;dins;uno;grando;bilo;oun;déspénsèt;tout;soun;arzén;cap;caouqués;mézés;béndré;sas;NA;bieillo;fénno;pér;ésta;baïlét
Tarn-et-Garonne;Canton de Valence;Goudourville;0.9289146;44.1142279;ün;homé;n;abio;NA;qué;dus;fils;lou;maï;zouyné;NA;diguèt;à;soun;paÿ;téns;qué;siosqui;moun;méstré;et;atzi;d;arzén;NA;qual;qué;posqui;ana;et;bétzi;dé;païs;partatzas;bostré;bé;et;douna;ço;dibi;abé;oui;moun;coumo;boudras;sès;un;maÿçan;siras;punit;puis;dierbiguèt;tirét;partatzèt;fasquèt;dios;pourtiouns;égalòs;quaouqué;zours;aprèp;lou;mayçan;anguèt;del;bilátzé;én;fan;fier;san;diré;adioü;à;digün;ø;trabésset;plà;landos;bosqués;ribièros;dins;üno;grando;bilo;oun;déspénsèt;tout;soun;arzen;cap;quaöuqué;més;béndré;sas;NA;bieillo;fénno;per;estré;baylet
